arm	start	end	fbgn	current_name	strand	temp13_avg	temp18_avg	temp23_avg	temp29_avg
3R	3293660	3294423				0.0	0.0	0.0	0.0
3R	3565431	3566504				0.0	0.0	0.0	0.0
3R	4055177	4055642				0.0	0.0	0.0	0.0
3R	4056319	4057923				0.0	0.0	0.0	0.0
3R	4181471	4182089				0.6666666666666666	0.25	0.3333333333333333	0.4166666666666667
3R	4509191	4509714				0.0	0.0	0.0	0.0
3R	5635916	5636452				0.0	0.0	0.0	0.0
3R	6286767	6287794				0.0	0.0	0.0	0.0
3R	6288371	6290751				0.0	0.0	0.0	0.0
3R	6926773	6927456				0.0	0.0	0.0	0.0
3R	7136370	7137006				0.0	0.0	0.0	0.0
3R	722121	723030				0.0	0.16666666666666666	0.08333333333333333	0.0
3R	7311851	7313424				0.3333333333333333	0.25	0.25	0.25
3R	8167392	8168213				0.0	0.0	0.0	0.0
3R	840016	848528				10.25	4.916666666666667	3.0	1.9166666666666667
3R	8440047	8440942				0.0	0.0	0.0	0.0
3R	8444596	8445154				0.0	0.0	0.0	0.0
3R	868348	868743				0.0	0.0	0.0	0.0
3R	8690922	8691584				0.0	0.0	0.0	0.0
3R	8911167	8911752				0.0	0.0	0.0	0.0
3R	9144702	9145033				0.0	0.0	0.0	0.0
3R	9303548	9304517				0.0	0.0	0.0	0.0
			FBgn0038028			1.0	0.5833333333333334	0.25	0.0
2R	20916753	20937030	FBgn0020617	Retinal Homeobox	1	10.166666666666666	3.25	3.5	4.25
2R	21282298	21285679	FBgn0034611	Major Facilitator Superfamily Transporter 16	1	337.6666666666667	406.9166666666667	374.75	377.0833333333333
2R	21522420	21559977	FBgn0003731	Epidermal growth factor receptor	1	125.5	38.166666666666664	41.416666666666664	30.666666666666668
3R	12363667	12364680	FBgn0038018	Tim17a1	-1	0.0	0.0	0.0	0.0
3R	12366163	12367564	FBgn0038020	Glutathione S transferase D9	-1	0.0	0.0	0.0	0.0
3R	12390166	12395980	FBgn0038032		-1	0.0	0.0	0.0	0.0
3R	12390166	12395980	FBgn0038033		-1	0.0	0.0	0.0	0.0
2R	14390696	14392209	FBgn0033933		1	0.0	0.0	0.0	0.0
			FBgn0013725	phyllopod		3.75	0.5833333333333334	1.0833333333333333	1.3333333333333333
2R	14512559	14515211	FBgn0033942	Cuticular protein 51A	-1	33.583333333333336	20.583333333333332	15.666666666666666	17.0
2R	14595611	14601216	FBgn0019938	RNA polymerase I subunit A	-1	691.5833333333334	362.6666666666667	345.0833333333333	457.4166666666667
2R	14602004	14604337	FBgn0003742	transformer 2	-1	143.5	105.25	107.5	126.66666666666667
3L	6593938	6603366	FBgn0002926	nudel	-1	11.5	3.1666666666666665	1.25	1.8333333333333333
2R	14629910	14631023	FBgn0033949	beta Hydroxy acid dehydrogenase 2	1	45.5	45.333333333333336	48.0	49.666666666666664
			FBgn0032800	Centrosomal protein 104		33.916666666666664	14.583333333333334	14.25	12.75
2R	22041667	22042945	FBgn0005778	Protein phosphatase D5	-1	0.08333333333333333	0.0	0.0	0.0
2R	14645270	14646344	FBgn0033951		1	92.16666666666667	89.5	148.0	244.16666666666666
2R	14656798	14658755	FBgn0033952	Adenosine deaminase-related growth factor E	-1	0.0	2.3333333333333335	0.0	0.08333333333333333
2L	18517487	18531967	FBgn0032685		1	25.916666666666668	19.0	11.916666666666666	5.75
			FBgn0028434	Ercc1		45.333333333333336	90.5	135.25	168.83333333333334
3R	6896253	6999228	FBgn0260642	Antennapedia	-1	21.25	11.166666666666666	6.5	5.0
2R	21688773	21690253	FBgn0034655		1	0.0	0.0	0.0	0.0
2R	21670152	21671593	FBgn0034650	Negative Cofactor 2alpha	1	0.0	0.0	0.0	0.0
2L	18606832	18609550	FBgn0032690		1	0.0	0.0	0.0	0.0
			FBgn0032700			33.916666666666664	64.16666666666667	109.0	125.33333333333333
2L	18703473	18704454	FBgn0032703		1	0.0	0.0	0.0	0.0
2L	19542468	19545548	FBgn0003231	refractory to sigma P	1	182.75	122.25	147.83333333333334	155.41666666666666
			FBgn0030358	PDZ domain containing 8		17.0	6.25	7.916666666666667	5.333333333333333
2L	18706010	18708688	FBgn0025608	Fas-associated factor 2	-1	0.8333333333333334	0.75	0.4166666666666667	0.8333333333333334
2L	18700606	18703105	FBgn0032702		-1	27.916666666666668	23.25	28.0	37.166666666666664
2R	22379637	22382675	FBgn0025878	wrapper	1	0.6666666666666666	0.25	0.5833333333333334	0.08333333333333333
2L	18690904	18695602	FBgn0032699		-1	10.083333333333334	4.25	7.5	7.916666666666667
2L	18683720	18688800	FBgn0005617	male-specific lethal 1	-1	0.4166666666666667	0.8333333333333334	1.1666666666666667	7.916666666666667
2L	18596136	18596921	FBgn0003270	absent MD neurons and olfactory sensilla	-1	0.0	0.0	0.0	0.0
2L	18599755	18605249	FBgn0032689		-1	23.0	23.666666666666668	42.25	56.583333333333336
2L	18609576	18612249	FBgn0032691	Ada2a-containing complex component 2	-1	13.083333333333334	10.166666666666666	10.666666666666666	15.666666666666666
3L	12396171	12396957	FBgn0011279	Odorant-binding protein 69a	1	0.0	0.0	0.0	0.0
2R	20271653	20274499	FBgn0034494		-1	224.83333333333334	288.6666666666667	409.0833333333333	501.5833333333333
2L	19758879	19760986	FBgn0032819	Dihydrouridine synthase 3	1	349.5	160.75	203.0	279.5
2R	19284551	19285219	FBgn0034426	Arylalkylamine N-acetyltransferase-like 5	-1	0.0	0.0	0.0	0.0
3L	12462537	12468021	FBgn0000625	eyegone	-1	2.4166666666666665	0.6666666666666666	0.9166666666666666	0.5
2L	19110154	19114110	FBgn0000075	alpha methyl dopa-resistant	1	56.333333333333336	75.91666666666667	66.0	40.166666666666664
2L	19114401	19116570	FBgn0002036		1	353.75	363.6666666666667	348.0	424.5
2L	19765776	19769067	FBgn0000529	brain-specific homeobox	-1	7.083333333333333	4.75	4.083333333333333	3.75
			FBgn0028436	ECSIT		63.0	84.33333333333333	116.75	175.33333333333334
3R	5397643	5399196	FBgn0037322	Odorant receptor 83a	-1	0.0	0.0	0.0	0.0
2L	18859507	18881261	FBgn0003896	tailup	-1	37.75	16.75	16.666666666666668	11.25
2L	19757245	19758615	FBgn0032818		-1	259.4166666666667	241.41666666666666	331.5833333333333	359.5
2L	19742817	19756904	FBgn0032817		-1	65.16666666666667	49.083333333333336	48.416666666666664	67.91666666666667
3L	5378786	5382821	FBgn0035604	Ionotropic receptor 64a	-1	1.3333333333333333	0.5833333333333334	0.4166666666666667	0.9166666666666666
2L	18971993	18974448	FBgn0032729	L-2-hydroxyglutarate dehydrogenase	-1	49.583333333333336	23.416666666666668	23.416666666666668	23.25
2L	18977519	18987280	FBgn0032731	Swiprosin-1	-1	93.66666666666667	74.25	65.5	82.58333333333333
2R	17628491	17633516	FBgn0004400	rhino	-1	0.0	0.0	0.0	0.0
X	8164266	8165708	FBgn0030016	Odorant receptor 7a	-1	2.8333333333333335	2.0	1.4166666666666667	1.0833333333333333
X	8161540	8162792	FBgn0030015		-1	0.08333333333333333	1.0	0.0	0.3333333333333333
3R	6167483	6170309	FBgn0037405		1	1.0	22.416666666666668	9.833333333333334	6.916666666666667
2R	21383227	21384391	FBgn0034626	biscotti	-1	23.0	18.25	25.25	38.583333333333336
			FBgn0033821			212.66666666666666	249.5	297.4166666666667	194.33333333333334
			FBgn0017551	Regulator of cyclin A1		59.75	414.0833333333333	614.25	785.5
			FBgn0086451	HEAT repeat containing 1 ortholog		5.166666666666667	1.5833333333333333	1.3333333333333333	9.166666666666666
2L	6860905	6870389	FBgn0031865	Na[+]/H[+] hydrogen antiporter 1	-1	246.16666666666666	202.0	234.0	191.66666666666666
			FBgn0033876	Synaptogyrin		26.833333333333332	7.333333333333333	7.333333333333333	4.333333333333333
2L	8438169	8442342	FBgn0002887	mutagen-sensitive 201	1	0.0	0.0	0.0	0.0
2R	18020268	18022406	FBgn0034289		1	448.0833333333333	99.66666666666667	131.41666666666666	726.75
2R	18052550	18054066	FBgn0034295		-1	210.58333333333334	58.5	75.66666666666667	110.91666666666667
2R	18056064	18057065	FBgn0034296		-1	85.0	18.416666666666668	23.416666666666668	64.0
X	7852481	7854244	FBgn0029963		-1	0.08333333333333333	1.5	0.0	0.3333333333333333
2R	17955396	17956570	FBgn0003140	Protein phosphatase Y at 55A	-1	0.0	0.5	0.0	0.0
X	7887130	7888785	FBgn0029969	Acetyl-CoA acetyltransferase 1	-1	12.916666666666666	17.583333333333332	20.583333333333332	25.583333333333332
			FBgn0034253			64.75	16.416666666666668	12.916666666666666	10.5
2R	17394593	17405171	FBgn0010620		1	4.166666666666667	3.1666666666666665	3.3333333333333335	6.916666666666667
2R	22375090	22378484	FBgn0034722	Rtf1	1	34.25	28.083333333333332	42.083333333333336	70.66666666666667
2R	22427479	22429584	FBgn0034730	pickpocket 12	1	2.5	0.3333333333333333	0.3333333333333333	1.0833333333333333
3R	5824615	5826576	FBgn0037384	degringolade	1	0.5833333333333334	0.8333333333333334	1.0833333333333333	2.9166666666666665
X	13790338	13791111	FBgn0030524		-1	0.0	0.0	0.0	0.0
2L	6557800	6559308	FBgn0031830	Cytochrome c oxidase subunit 5B	1	18.5	11.0	9.0	8.083333333333334
2R	20231829	20234927	FBgn0034484		1	258.5	106.5	79.75	44.666666666666664
2R	20239936	20242873	FBgn0034487	EF-hand domain containing 1.2	1	1.6666666666666667	1.25	0.6666666666666666	0.6666666666666666
2R	20257650	20261726	FBgn0034491	Hormone-sensitive lipase	1	231.41666666666666	143.0	145.91666666666666	214.33333333333334
2R	20236235	20239200	FBgn0034485		1	329.5833333333333	189.33333333333334	131.16666666666666	93.0
X	11202248	11202806	FBgn0030280		1	0.0	0.0	0.0	0.0
X	11112395	11124726	FBgn0030266		-1	235.91666666666666	106.75	82.75	99.91666666666667
			FBgn0030499			182.91666666666666	225.91666666666666	309.9166666666667	405.5
2R	20620914	20623429	FBgn0034528		-1	34.416666666666664	28.833333333333332	24.0	27.916666666666668
2R	23883136	23884440	FBgn0025334	Putative homeodomain protein	-1	4.75	3.25	3.1666666666666665	3.0833333333333335
X	8447691	8455069	FBgn0021767	optomotor-blind-related-gene-1	-1	14.25	5.75	3.5833333333333335	2.1666666666666665
			FBgn0034488	2-hydroxyacyl-CoA lyase		2616.0833333333335	4879.5	6037.083333333333	7770.666666666667
2R	20245760	20247624	FBgn0034489	pickpocket 6	-1	0.5833333333333334	0.5833333333333334	0.6666666666666666	0.8333333333333334
2R	19702924	19703915	FBgn0034470	Odorant-binding protein 56d	-1	4132.0	3789.4166666666665	3436.3333333333335	4303.166666666667
2R	22138895	22139295	FBgn0034700		1	0.0	0.0	0.0	0.0
2R	24099210	24107032	FBgn0034975	enoki mushroom	1	3.0833333333333335	1.25	2.4166666666666665	6.833333333333333
2R	22211371	22212704	FBgn0034713		1	0.8333333333333334	2.6666666666666665	0.4166666666666667	1.0833333333333333
2R	22348307	22348875	FBgn0034721		1	0.0	1.8333333333333333	0.08333333333333333	0.0
			FBgn0011674	inscuteable		679.4166666666666	472.75	523.1666666666666	678.0
2L	6568400	6601068	FBgn0031835	Dipeptidyl peptidase 10	-1	86.33333333333333	30.416666666666668	24.833333333333332	21.333333333333332
3R	6558618	6560351	FBgn0037454		-1	0.0	0.0	0.0	0.0
			FBgn0040679			0.0	0.0	0.0	0.0
			FBgn0040359			0.0	0.0	0.0	0.0
			FBgn0029568			0.0	0.0	0.0	0.0
2R	24022343	24023981	FBgn0034959	Xyloside xylosyltransferase	1	0.0	0.0	0.0	0.0
2R	24026172	24027518	FBgn0011695	Ejaculatory bulb protein III	1	5751.666666666667	2312.25	1726.4166666666667	1934.5833333333333
			FBgn0034200	Growth-blocking peptide 2		984.75	1990.0833333333333	2024.9166666666667	1202.4166666666667
			FBgn0024364			58.0	42.083333333333336	71.33333333333333	109.33333333333333
X	1356488	1357601	FBgn0000826	pan gu	-1	0.0	0.0	0.0	0.0
